budget,id,original_language,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count
625000,138976,en,0.283059,2013-05-16,0,68.0,Released,Deep roots... Deeper Secrets,Treachery,4.8,5
200000000,62211,en,89.186492,2013-06-20,743559607,104.0,Released,School never looked this scary.,Monsters University,7.0,3528
40000000,7461,en,24.862767,2008-02-01,151161491,90.0,Released,"8 Strangers, 8 points of view.  1 Truth.",Vantage Point,6.2,716
70000000,200,en,19.711951,1998-12-10,118000000,103.0,Released,The battle for paradise has begun.,Star Trek: Insurrection,6.3,391
25000000,11283,en,24.356483,2005-10-21,122489822,97.0,Released,You'll Learn To Love Her. Warts And All.,Nanny McPhee,6.4,711
0,12096,en,25.450534,2006-01-18,0,93.0,Released,Pardon His French.,The Pink Panther,5.6,550
25000000,77877,en,26.811541,2012-04-19,99357138,101.0,Released,,The Lucky One,6.8,946
12000000,8060,en,3.004432,2007-09-12,0,90.0,Released,,Married Life,6.1,38
200000000,49013,en,49.98659,2011-06-11,559852396,106.0,Released,Ka-ciao!,Cars 2,5.8,2033
1,46729,en,0.077876,2005-10-01,0,87.0,Released,How far would you go for love?,Fetching Cody,6.8,6
0,40880,en,0.165367,2001-06-29,0,124.0,Released,,Pandaemonium,4.5,2
0,202604,en,0.447166,2013-05-29,0,0.0,Released,The public were never meant to know,The Vatican Exorcisms,4.4,11
55000000,42297,en,22.863516,2010-11-23,89519773,119.0,Released,It takes a legend... to make a star,Burlesque,6.9,573
30000000,9013,en,12.821329,1988-07-20,38413606,126.0,Released,This could be the beginning of a beautiful friendship.,Midnight Run,7.2,238
21000000,60307,en,14.329891,2011-03-25,72417394,99.0,Released,Welcome to the next grade,Diary of a Wimpy Kid: Rodrick Rules,6.3,238
0,278348,en,1.501688,2014-08-08,0,98.0,Released,How far will a family go to bury the truth?,The Maid's Room,4.8,4
27000000,174,en,16.188572,1991-12-05,96900000,113.0,Released,The battle for peace has begun.,Star Trek VI: The Undiscovered Country,6.7,413
0,433715,en,0.015295,2014-06-15,0,90.0,Released,She never knew it could happen to her...,8 Days,0.0,0
200000000,597,en,100.025899,1997-11-18,1845034188,194.0,Released,Nothing on Earth could come between them.,Titanic,7.5,7562
800000,25461,en,3.643662,2002-05-16,2816116,88.0,Released,,Raising Victor Vargas,7.8,13
50000000,8839,en,19.830132,1995-05-26,287928194,100.0,Released,Get an afterlife,Casper,6.0,1019
20000000,41402,en,19.705311,2010-10-01,24145613,116.0,Released,Innocence dies. Abby doesn't.,Let Me In,6.7,641
15000000,10800,fr,8.884405,2008-03-19,0,80.0,Released,Dragon hunting isn't a fairy tale,Dragon Hunters,6.5,129
3000000,868,af,2.504169,2005-08-18,9879971,94.0,Released,In this world... Redemption comes just once.,Tsotsi,6.9,94
0,24621,en,1.118511,2003-04-16,6126237,80.0,Released,Three women. Three cities. Three times the trouble.,Chasing Papi,6.3,16
0,40932,en,6.574285,1980-06-20,0,124.0,Released,The Musical Comedy Smash of the 80's!,Can't Stop the Music,4.9,9
7700000,185008,hi,3.353176,2013-05-31,46000000,159.0,Released,,Yeh Jawaani Hai Deewani,7.2,79
3860000,44865,zh,19.947265,2013-01-08,64076736,130.0,Released,"In Martial Arts there is no right or wrong, only the last man standing.",The Grandmaster,6.3,273
8000000,9662,fr,13.944645,2003-06-11,1477676,80.0,Released,,The Triplets of Belleville,7.3,231
10000000,9034,en,6.015354,2002-09-20,0,98.0,Released,Some friendships last forever... like it or not.,The Banger Sisters,5.5,62
1500000,129139,en,15.017068,2013-07-24,3566225,104.0,Released,She's going from straight A's to getting her first F.,The To Do List,5.5,342
7700000,283708,fr,3.363973,2014-08-30,0,110.0,Released,,Far from Men,6.6,43
65000000,9489,en,28.540267,1998-12-17,250821495,119.0,Released,Someone you pass on the street may already be the love of your life.,You've Got Mail,6.3,838
13000000,157544,en,10.475368,2015-07-24,1784763,91.0,Released,"For 2,000 years the Vatican has recorded evidence of evil. May God have mercy on their souls.",The Vatican Tapes,4.6,243
35000000,14113,en,10.304172,2006-08-11,12506188,83.0,Released,They're going to save the world... as long as they're home for dinner.,Zoom,4.9,135
20000000,8456,en,26.21425,2008-03-04,41627431,115.0,Released,Win or lose... Everyone has their fight.,Never Back Down,6.4,497
2700000,17264,en,11.35972,1979-10-17,37799643,118.0,Released,"From the moment he first saw the stallion, he knew it would either destroy him, or carry him where no one had ever been before…",The Black Stallion,7.0,59
30000000,393,en,50.622607,2004-04-16,152159461,136.0,Released,The bride is back for the final cut.,Kill Bill: Vol. 2,7.6,3948
24000000,168,en,22.258428,1986-11-25,133000000,119.0,Released,The key to saving the future can only be found in the past.,Star Trek IV: The Voyage Home,6.9,477
65000000,9440,en,9.110247,1998-03-20,0,143.0,Released,What went down on the way to the top.,Primary Colors,6.1,94
15000000,264660,en,95.130041,2015-01-21,36869414,108.0,Released,There is nothing more human than the will to survive,Ex Machina,7.6,4737
92000000,7446,en,43.192048,2008-08-09,188072649,107.0,Released,The movie they think they're making... isn't a movie anymore.,Tropic Thunder,6.5,1667
12500000,222899,en,11.828068,2014-02-14,49002684,100.0,Released,It's about compromise. It's about love. It's about a good wingman.,About Last Night,6.0,210
35000000,15189,en,13.25753,2009-01-16,73034460,100.0,Released,No stray gets turned away.,Hotel for Dogs,5.7,202
1500000,507,en,5.817519,1993-10-01,418961,96.0,Released,,Killing Zoe,6.1,111
35000000,26843,en,2.864979,1981-04-17,0,173.0,Released,He was a man of honor in a war without any.,Lion of the Desert,7.4,34
2000000,33667,en,5.381536,1947-11-11,7800000,118.0,Released,,Gentleman's Agreement,6.8,47
200000000,68728,en,46.985445,2013-03-07,491868548,130.0,Released,"In Oz, nothing is what it seems",Oz: The Great and Powerful,5.7,3530
0,31582,en,5.271559,1999-11-26,4488529,112.0,Released,,Flawless,5.9,56
15000000,14024,en,10.9071,2004-08-10,14867514,103.0,Released,Don't Hold Back ...Don't Give Up.,Raise Your Voice,6.0,211
75000000,59108,en,36.743324,2011-11-02,152930623,104.0,Released,Ordinary guys. An extraordinary robbery.,Tower Heist,5.8,932
8000,79120,en,1.041254,2011-09-22,469947,96.0,Released,A (sort of) love story between two guys over a cold weekend in October.,Weekend,7.4,163
8000000,49081,fr,0.983484,2005-10-25,2019009,124.0,Released,,The Rocket: The Legend of Rocket Richard,6.1,17
0,13908,en,4.382761,2002-08-02,0,80.0,Released,He can get into any disguise... getting out is another story.,The Master of Disguise,3.7,78
11000000,927,en,45.072136,1984-06-07,153083102,106.0,Released,"Don't get him wet, keep him out of bright light, and never feed him after midnight.",Gremlins,6.9,1596
80000000,6964,en,16.939441,2003-12-12,266728738,128.0,Released,Schmucks are people too.,Something's Gotta Give,6.3,410
3500000,252360,en,4.304341,2013-12-27,0,85.0,Released,,In the Name of the King III,3.3,19
40000000,9978,en,16.282962,2006-07-21,23937870,93.0,Released,Rule the school. Save the world.,Stormbreaker,5.1,213
24000000,43593,en,23.343839,2010-08-20,83188165,88.0,Released,There's something in the water.,Piranha 3D,5.3,581
12000000,46889,en,0.700792,1998-10-30,12902790,100.0,Released,,Living Out Loud,5.3,11
12000000,101267,en,8.410688,2012-06-28,32726956,93.0,Released,Be yourself and you can be anything,Katy Perry: Part of Me,6.5,85
0,16991,en,10.529143,2009-04-10,24007324,86.0,Released,"Right now, the world needs a hero.",Observe and Report,5.6,225
40000000,97630,en,38.306954,2012-12-19,132820716,157.0,Released,The Greatest Manhunt in History,Zero Dark Thirty,6.7,1702
6000000,8374,en,34.917447,1999-01-22,30471,108.0,Released,Thy Kingdom Come. Thy Will Be Done.,The Boondock Saints,7.2,837
35000000,5955,en,12.495436,2001-01-09,29400000,123.0,Released,,The Pledge,6.5,215
92000000,855,en,44.455166,2001-12-28,172989651,144.0,Released,Leave No Man Behind.,Black Hawk Down,7.2,1811
75000000,11456,en,8.41856,2001-10-30,54249294,89.0,Released,He will do anything to protect his family.,Domestic Disturbance,5.4,113
15000000,86838,en,32.306455,2012-09-07,19422261,110.0,Released,They Won't Take Any Shih Tzu.,Seven Psychopaths,6.7,1206
0,115872,en,1.031142,1997-10-10,0,100.0,Released,,The Chambermaid on the Titanic,5.3,3
65000000,189,en,85.428395,2014-08-20,39407616,102.0,Released,There is no justice without sin.,Sin City: A Dame to Kill For,6.3,1286
26000000,10330,en,24.345651,2003-08-03,110230332,97.0,Released,Mondays are manic. Wednesdays are wild. And Fridays are about to get a little freaky.,Freaky Friday,6.0,879
10000000,78149,en,0.666218,1998-02-20,45779,86.0,Released,,"An Alan Smithee Film: Burn, Hollywood, Burn",3.0,9
9000000,10069,en,4.34503,2006-03-24,27105095,100.0,Released,You die in the game - you die for real.,Stay Alive,5.3,155
3000000,13973,en,11.637458,2008-09-26,3830137,92.0,Released,From the author of Fight Club,Choke,6.0,127
900000,89750,en,0.097913,2011-09-11,25000,97.0,Released,Capitalizing on hope.,"Pink Ribbons, Inc.",6.8,6
0,133698,fr,11.60921,2012-10-29,0,104.0,Released,,Fly Me to the Moon,5.6,194
30000000,4912,en,18.165957,2002-12-30,33013805,113.0,Released,Some things are better left top secret.,Confessions of a Dangerous Mind,6.6,275
105000000,563,en,58.782359,1997-11-06,121214377,129.0,Released,The only good bug is a dead bug.,Starship Troopers,6.7,1560
15300000,2110,fr,18.20957,2001-10-31,0,94.0,Released,For those who take their action raw.,Wasabi,6.2,283
550000,211086,hi,0.48088,2013-11-21,0,115.0,Released,,Faith Connections,4.2,3
6000000,32395,en,6.903186,2009-01-17,0,99.0,Released,,The Greatest,6.2,34
10000000,10090,en,4.207456,2007-02-23,20342161,84.0,Released,"In a time of crisis, America will call Reno 911!",Reno 911!: Miami,5.6,72
40000000,8457,en,15.055732,2008-03-20,0,102.0,Released,You get what you pay for,Drillbit Taylor,5.5,275
85000000,9615,en,8.282876,2006-06-03,158468292,104.0,Released,"On the streets of Tokyo, speed needs no translation...",The Fast and the Furious: Tokyo Drift,6.1,1705
50000000,72105,en,68.87691,2012-06-29,549368315,106.0,Released,Ted is coming.,Ted,6.3,4697
0,191229,en,0.214704,1988-04-01,0,88.0,Released,,Iguana,6.0,1
4000000,512,en,17.229537,2006-07-27,31584901,96.0,Released,The perfect man. The perfect story. The perfect murder.,Scoop,6.4,420
19000000,11377,en,13.664614,1999-10-29,40846082,93.0,Released,Evil loves to party.,House on Haunted Hill,5.5,209
16000000,10571,en,9.119797,2000-06-16,20627372,94.0,Released,Warning: Sex Changes Everything,Boys and Girls,5.4,103
16000000,10991,ja,9.18885,2000-07-08,68411275,93.0,Released,Pokémon: Spell of the Unknown,Pokémon: Spell of the Unknown,5.9,137
35000000,423,en,50.587541,2002-09-24,120072577,150.0,Released,Music was his passion. Survival was his masterpiece.,The Pianist,8.0,1864
0,13260,en,10.449975,2008-02-28,33472850,91.0,Released,Putting the funk into the dunk.,Semi-Pro,5.4,251
60000000,2312,en,15.406173,2007-11-29,0,127.0,Released,Rise and fight,In the Name of the King: A Dungeon Siege Tale,4.1,224
30000000,6023,en,29.489274,2007-11-15,156835339,126.0,Released,"His life ended. Now, a new one will begin.",P.S. I Love You,6.9,977
60000000,9713,en,9.265672,1998-10-08,0,114.0,Released,The Comedy Where Nothing's Sacred!,Holy Man,4.9,111
41000000,73937,en,9.419726,2011-10-13,7448385,100.0,Released,Everyone is searching for something.,The Big Year,5.6,248
25000000,1909,en,8.870614,1994-10-01,22200000,97.0,Released,The story of the man who thought he was the greatest lover in the world... and the people who tried to cure him of it!,Don Juan DeMarco,6.2,183
20000000,16996,en,52.571674,2009-03-11,136267476,102.0,Released,Who says you're only young once?,17 Again,6.1,1350
0,11065,en,4.146752,2001-08-31,16017403,95.0,Released,Trust. Seduction. Betrayal.,O,5.8,75
37000000,312221,en,57.773583,2015-11-25,173567581,133.0,Released,Your legacy is more than a name,Creed,7.3,1915
30000000,9870,en,50.670253,2008-04-17,105173115,111.0,Released,"You lose some, you get some.",Forgetting Sarah Marshall,6.4,1172
13000000,1817,en,38.018085,2002-09-09,97837138,81.0,Released,No options. No lies. No fear. No deals. Just keep talking.,Phone Booth,6.7,1062
55000000,9566,en,4.366488,1996-08-15,18626419,116.0,Released,All fans have a favorite player.  This one has a favorite target.,The Fan,5.7,194
0,318040,en,0.583446,2015-02-07,0,99.0,Released,,Bizarre,6.2,11
18000000,9587,en,16.418639,1994-12-21,0,115.0,Released,"The story that has lived in our hearts for generations, now comes to the screen for the holidays.",Little Women,7.0,215
5952000,837,en,18.119265,1983-02-04,2120439,87.0,Released,First it controls your mind. Then it destroys your body.,Videodrome,7.1,454
35000000,23479,en,6.889633,1976-04-07,35323292,102.0,Released,The coach is waiting for his next beer. The pitcher is waiting for her first bra. The team is waiting for a miracle. Consider the possibilities.,The Bad News Bears,6.9,97
20000000,11237,en,9.855474,2004-08-26,70992898,97.0,Released,,Anacondas: The Hunt for the Blood Orchid,4.9,199
70000000,117263,en,59.428223,2013-03-20,161025640,120.0,Released,When our flag falls our nation will rise.,Olympus Has Fallen,6.2,2981
0,68412,en,0.17817,2010-01-01,0,88.0,Released,,3 Backyards,4.8,4
100000000,7552,en,25.159168,2005-12-21,202026112,90.0,Released,Giving big businesses a run for their money!,Fun with Dick and Jane,5.9,627
70000000,44564,en,14.780634,2011-01-13,67112664,111.0,Released,Two best friends. Nothing could come between them... or could it?,The Dilemma,5.2,304
0,150211,en,1.084387,2012-10-10,0,0.0,Released,,The Frozen,4.2,14
46000000,888,en,28.964162,1994-05-26,341631208,91.0,Released,Yabba-Dabba-Doo!,The Flintstones,5.0,543
8000000,1667,fr,17.537154,2005-01-26,127392239,80.0,Released,"In the harshest place on Earth, love finds a way.",March of the Penguins,6.9,358
15000000,133694,en,13.568302,2012-09-23,8138788,106.0,Released,What's your price?,Promised Land,6.0,243
8000000,11042,fr,3.03091,2003-05-21,3432342,99.0,Released,"A provocative new comedy about sex, friendship, and all other things that invade our lives.",The Barbarian Invasions,6.7,77
90000000,18,en,109.528572,1997-05-07,263920180,126.0,Released,There is no future without it.,The Fifth Element,7.3,3885
0,29262,pt,0.389471,2005-05-13,0,115.0,Released,,The House of Sand,6.7,9
0,46252,en,0.399491,2010-10-07,0,94.0,Released,,Rust,0.0,0
0,13132,en,3.65924,2003-08-01,0,108.0,Released,Love is a puzzle. These are the pieces.,All the Real Girls,5.9,30
100000000,9946,en,20.652943,1999-11-24,211989043,121.0,Released,Prepare for the end.,End of Days,5.5,482
0,24977,en,1.830306,2000-05-05,21268532,46.0,Released,Up close some heroes get even bigger.,Michael Jordan to the Max,7.5,10
19000000,12150,en,11.47316,1989-09-15,110879513,113.0,Released,Deception is dangerous. Desire is deadly.,Sea of Love,6.7,141
12000000,11601,en,6.044161,1999-09-10,21133087,99.0,Released,In every mind there is a door that should never be opened.,Stir of Echoes,6.5,330
30000000,16784,en,3.314094,2004-02-24,14000000,110.0,Released,,Welcome to Mooseport,4.8,54
1000000,72213,en,5.961119,2011-09-30,34522221,129.0,Released,Honor Begins at Home.,Courageous,6.8,77
65000000,1271,en,65.197968,2006-12-09,422610419,117.0,Released,"Spartans, prepare for glory!",300,7.0,4997
17000000,3597,en,27.654472,1997-10-17,125586134,100.0,Released,"If you're going to bury the truth, make sure it stays buried.",I Know What You Did Last Summer,5.6,687
22000000,1599,en,14.925633,2004-09-10,0,106.0,Released,An existential comedy,I Heart Huckabees,6.2,239
60000000,808,en,67.298732,2001-05-16,484409218,90.0,Released,The greatest fairy tale never told.,Shrek,7.3,4056
24000000,70868,en,8.630825,2011-09-16,30551495,89.0,Released,"If it were easy, men would do it too.",I Don't Know How She Does It,5.0,141
16000000,11397,en,23.423082,2001-12-07,66468332,89.0,Released,They served you Breakfast. They gave you Pie. Now we’re gonna stuff your face.,Not Another Teen Movie,5.5,431
300000,1550,en,4.270596,2003-01-19,0,81.0,Released,She's the one in every family.,Pieces of April,6.4,64
15000000,23706,en,13.237835,2009-09-04,40105542,99.0,Released,A Comedy That Clings,All About Steve,4.7,295
0,365052,en,0.062979,2015-10-23,0,110.0,Released,,The Looking Glass,7.0,1
0,7973,ar,4.554574,2007-07-01,0,96.0,Released,,Caramel,6.8,52
20000000,526,en,14.370111,1985-03-27,18432000,121.0,Released,No force in Heaven will release them. No power on Earth can save them.,Ladyhawke,6.8,260
20000000,38303,en,19.962713,2010-09-24,32005248,105.0,Released,What doesn't kill you... is going to marry your brother.,You Again,6.0,368
50000000,6038,en,16.251204,2003-02-06,88323487,115.0,Released,A Royal Kick In The Arse.,Shanghai Knights,6.0,692
11000000,348,en,94.184658,1979-05-25,104931801,117.0,Released,In space no one can hear you scream.,Alien,7.9,4470
15500000,9035,en,17.327279,2006-03-31,0,95.0,Released,Horror Has A New Face,Slither,6.3,317
385907,3059,en,3.232447,1916-09-04,8394751,197.0,Released,The Cruel Hand of Intolerance,Intolerance,7.4,60
0,14358,en,0.772668,2005-05-13,0,105.0,Released,,Mad Hot Ballroom,7.2,8
7000000,1359,en,45.310443,2000-04-13,34266564,102.0,Released,I think my mask of sanity is about to slip.,American Psycho,7.3,2066
80000000,9535,en,29.415229,1999-03-05,176885658,103.0,Released,New York's most powerful gangster is about to get in touch with his feelings. YOU try telling him his 50 minutes are up.,Analyze This,6.4,503
0,40428,en,0.424957,2010-01-01,0,80.0,Released,Equality for some.,8: The Mormon Proposition,5.5,6
0,219716,en,0.547654,1999-03-19,0,96.0,Released,,Sparkler,0.0,1
20000000,68812,en,19.494703,2012-09-01,1969193,105.0,Released,Loving husband. Devoted father. Ruthless killer.,The Iceman,6.4,365
0,62728,en,3.122152,2010-09-13,0,111.0,Released,Love. Murder. Revenge.,Brighton Rock,5.6,35
29000000,10307,en,14.993169,1999-09-10,50041732,103.0,Released,The messenger must be silenced.,Stigmata,6.0,242
0,14652,fr,0.49446,2003-04-16,0,114.0,Released,,Bon voyage,5.7,20
45000000,8987,en,12.362876,1994-09-30,0,111.0,Released,The vacation is over,The River Wild,6.1,210
150000000,50321,en,12.362599,2011-03-09,38992758,88.0,Released,Mom needs a little space.,Mars Needs Moms,5.5,199
2053648,14271,en,2.778633,1999-10-22,500000,102.0,Released,,Beyond the Mat,7.8,17
0,26673,en,0.783842,2009-01-01,0,84.0,Released,,Frat Party,3.5,4
38000000,256961,en,41.258487,2015-04-16,107597242,94.0,Released,Vegas has a new high roller.,Paul Blart: Mall Cop 2,5.0,567
40000000,13405,zh,8.978408,2008-07-03,7400000,125.0,Released,"War made them orphans, one man made them legends",The Children of Huang Shi,6.5,52
13500000,10712,en,9.982885,2002-09-01,29027914,107.0,Released,It's time to stop hiding from the truth.,Far from Heaven,6.9,144
26000000,146239,en,30.114383,2013-10-10,51164106,105.0,Released,You're never quite ready for what life delivers.,Delivery Man,6.2,551
45000000,7443,en,31.789029,2000-06-21,224834564,84.0,Released,This ain't no chick flick. It's poultry in motion.,Chicken Run,6.5,1150
160000,5723,en,19.052179,2007-03-23,20710513,85.0,Released,How often do you find the right person?,Once,7.3,453
7000000,13991,en,7.034618,2008-08-28,6230276,94.0,Released,,College,4.8,48
20000000,13159,en,7.878177,2007-05-11,0,113.0,Released,"In this family, attitude doesn't skip a generation.",Georgia Rule,5.6,130
75000000,55301,en,23.473004,2011-12-14,342695435,87.0,Released,This holiday it's gonna get squeaky.,Alvin and the Chipmunks: Chipwrecked,5.4,484
19000000,105,en,76.603233,1985-07-03,381109762,116.0,Released,He's the only kid ever to get into trouble before he was born.,Back to the Future,8.0,6079
25,10397,en,4.88794,1999-12-25,13,145.0,Released,,Angela's Ashes,7.0,59
0,25248,en,1.688495,2004-09-11,0,95.0,Released,He's hoping for a miracle. He doesn't have a prayer.,Saint Ralph,7.3,24
25000000,12277,en,6.086083,2002-05-31,41604473,86.0,Released,He's All Action,Undercover Brother,5.5,112
40000000,38357,en,22.491388,2010-01-12,58785180,102.0,Released,Breakfast TV just got interesting.,Morning Glory,6.1,412
0,10383,en,3.312385,2000-10-13,0,97.0,Released,,Lost Souls,4.5,38
0,347764,en,1.273773,2015-08-31,0,96.0,Released,Be Careful Who You Get Close To,Goddess of Love,6.2,9
18000000,771,en,2.186927,1990-11-09,476684675,103.0,Released,A Family Comedy Without the Family.,Home Alone,7.1,2414
62000000,9331,en,18.832471,1994-08-03,215887717,141.0,Released,The war of drugs would lead him to the war of power.,Clear and Present Danger,6.4,386
0,9683,en,10.131123,2001-08-24,0,84.0,Released,Life is an adventure. Don't blow it.,Bubble Boy,5.1,163
30000000,59436,en,43.753585,2011-05-11,151119219,94.0,Released,,Midnight in Paris,7.4,1990
5000000,284293,en,35.307577,2014-12-05,43884652,99.0,Released,,Still Alice,7.5,1104
25000000,75174,en,48.552871,2012-01-26,77278331,117.0,Released,Live or Die on This Day,The Grey,6.4,1451
65000000,300168,zh,9.568884,2015-02-19,121545703,127.0,Released,When the Eagle meets the Dragon,Dragon Blade,5.9,145
24000000,177,en,16.146572,1991-09-09,41895491,137.0,Released,"A Modern Day Tale About The Search For Love, Sanity, Ethel Merman And The Holy Grail.",The Fisher King,7.2,341
49000000,198184,en,116.700319,2015-03-04,104399548,120.0,Released,I am consciousness. I am alive. I am Chappie.,Chappie,6.6,3062
50000000,46529,en,43.450266,2011-02-18,144492830,109.0,Released,Three like him have already been killed…he is Number Four.,I Am Number Four,5.9,1567
6000000,1777,en,16.20985,2004-06-25,119114517,122.0,Released,Controversy... what controversy?,Fahrenheit 9/11,6.8,397
0,44260,en,0.475748,2006-09-09,25,152.0,Released,Exploring the Issue that Divides the World,Lake of Fire,8.0,10
14000000,8291,en,3.650857,1993-07-23,27515786,109.0,Released,A Street Romance.,Poetic Justice,6.9,47
3500000,34769,en,8.45342,2009-09-12,44462,101.0,Released,An unexpected hero will rise.,Defendor,6.5,195
600000,11598,en,10.861167,1977-08-10,0,83.0,Released,This movie is totally out of control!,The Kentucky Fried Movie,6.4,66
0,34941,en,0.596889,1997-06-20,0,92.0,Released,Life is what happens when you're busy making plans,The Last Time I Committed Suicide,6.7,7
40000000,11172,en,17.659032,2007-02-09,145896422,96.0,Released,Share the music with someone you love.,Music and Lyrics,6.2,554
3000000,44634,en,0.019984,2004-09-30,6804016,94.0,Released,,Woman Thou Art Loosed,5.0,3
123000000,8871,en,45.419668,2000-11-17,345141403,104.0,Released,He puts the mean in green.,How the Grinch Stole Christmas,6.2,1386
16000000,4951,en,54.550275,1999-03-30,53478166,97.0,Released,How do I loathe thee? Let me count the ways.,10 Things I Hate About You,7.3,1701
0,72914,en,0.545825,2010-04-16,0,97.0,Released,"FAT, SICK & NEARLY DEAD is an inspiring film that chronicles Joe's personal mission to regain his health.","Fat, Sick & Nearly Dead",7.1,47
0,24664,en,2.23411,2000-10-06,0,135.0,Released,,Bamboozled,6.3,24
30000000,9598,en,34.36645,1995-07-18,254134910,89.0,Released,A little pig goes a long way.,Babe,6.0,733
0,7944,en,2.162522,2008-02-07,0,122.0,Released,A master director shining his light on the best rock band on the planet.,Shine a Light,7.2,44
60000000,72197,en,23.700759,2012-03-12,118338361,88.0,Released,It's A Plunderful Life,The Pirates! In an Adventure with Scientists!,6.4,374
18000000,44115,en,52.464877,2010-11-05,35692920,94.0,Released,There is no force more powerful than the will to live.,127 Hours,7.0,2606
24000000,41283,en,26.324874,2010-11-23,23081726,98.0,Released,Slow Justice is no Justice,Faster,6.1,568
0,14902,en,1.807571,1972-11-09,0,142.0,Released,The award winning musical comes to the screen!,1776,7.1,20
50000,322745,en,0.293587,2015-02-09,0,111.0,Released,,Counting,8.3,3
53000000,4551,en,18.61472,2005-03-04,95226116,118.0,Released,Everyone is looking for the next big hit,Be Cool,5.4,292
25000000,8051,en,15.960916,2002-10-25,17000000,95.0,Released,,Punch-Drunk Love,6.9,530
108,23988,en,7.410523,2009-10-27,0,90.0,Released,The most feared monsters in cinematic history have met their match...,Stan Helsing,4.0,97
0,16857,en,2.24888,2002-06-14,0,104.0,Released,,The Dangerous Lives of Altar Boys,6.4,53
22000000,270487,en,39.006187,2016-02-05,63647656,106.0,Released,Lights. Camera. Abduction.,"Hail, Caesar!",5.7,1309
69000000,20352,en,113.858273,2010-07-08,543513985,95.0,Released,Superbad. Superdad.,Despicable Me,7.1,6478
95000000,1996,en,56.811056,2003-07-21,156505388,117.0,Released,Adventuress Lara Croft goes on a quest to save the mythical Pandora's Box,Lara Croft Tomb Raider: The Cradle of Life,5.5,1418
0,55306,en,0.93392,1997-06-13,0,112.0,Released,,Ulee's Gold,6.5,19
110000000,36658,en,2.871739,2003-04-24,407711549,133.0,Released,The time has come for those who are different to stand united.,X2,6.8,3506
3400000,12535,en,5.690619,1977-12-25,31063038,94.0,Released,The Master of Comedy takes on The Master of Suspense!,High Anxiety,6.5,84
14000000,11586,en,11.543363,1977-06-17,30749142,118.0,Released,It's four years later... what does she remember?,Exorcist II: The Heretic,4.5,133
0,10773,en,2.894154,2005-09-09,0,103.0,Released,,Mrs Henderson Presents,6.4,62
65000000,36648,en,49.660055,2004-12-08,128905366,123.0,Released,The final hunt begins.,Blade: Trinity,5.7,1252
14800000,264999,en,29.660993,2015-07-01,122513057,115.0,Released,Back to the grind.,Magic Mike XXL,6.3,706
40000000,11858,en,4.516953,1994-06-03,24332324,128.0,Released,"One Man's Mission To Teach The Few, The Proud... The Impossible!",Renaissance Man,5.9,81
1000000,19187,en,1.600797,2003-01-01,0,85.0,Released,,The Hebrew Hammer,5.9,18
12000000,26022,en,14.719886,2010-02-12,42345360,145.0,Released,I am Muslim and i am not a terrorist,My Name Is Khan,7.7,232
8000000,225565,en,37.821106,2014-01-29,26049082,94.0,Released,When you realize getting some means wanting more.,That Awkward Moment,6.1,1004
0,10748,en,7.377587,2007-12-21,0,101.0,Released,Taking higher education to a new low.,St. Trinian's,5.6,142
0,31064,en,1.369649,2001-01-19,0,84.0,Released,,The Business of Strangers,5.7,19
0,34101,en,2.353483,1987-03-20,0,78.0,Released,"Bobby Taylor was on his way to becoming a star, when a funny thing happened...",Hollywood Shuffle,5.7,19
0,9591,en,14.885388,1996-10-04,34585416,108.0,Released,In every life there comes a time when that dream you dream becomes that thing you do.,That Thing You Do!,6.8,225
30000000,2832,en,45.915165,2003-04-25,90259536,90.0,Released,The secret lies within.,Identity,7.1,1061
40000000,257091,en,36.301202,2015-03-26,111811453,100.0,Released,An education in incarceration.,Get Hard,5.9,944
0,25312,en,3.677831,2005-08-05,0,100.0,Released,,Yes,5.9,7
75000000,75656,en,71.124686,2013-05-29,117698894,115.0,Released,4 amazing magicians. 3 impossible heists. 1 billion dollars. This is no illusion.,Now You See Me,7.3,5487
60000000,8814,en,29.261348,2005-10-20,55987321,105.0,Released,No one gets out alive.,Doom,5.0,609
15000000,4011,en,58.553213,1988-02-29,73326666,92.0,Released,He's guaranteed to put some life in your afterlife.,Beetlejuice,7.1,1444
1000000,113947,en,9.115486,2012-05-02,9138338,98.0,Released,The festival hit of the year!,The Sessions,6.6,179
0,24356,en,1.71729,2003-08-08,0,112.0,Released,Would you reach out your hand to save a drowning man if you thought he might pull you in?,Masked and Anonymous,5.2,13
190000000,54138,en,78.291018,2013-05-05,467365246,132.0,Released,Earth Will Fall,Star Trek Into Darkness,7.4,4418
80000000,41515,en,11.187696,2010-12-11,201584141,80.0,Released,Life's a Pic-A-Nic,Yogi Bear,5.2,220
0,361159,en,2.394613,2015-10-08,0,97.0,Released,,Navy Seals vs. Zombies,3.5,36
6000000,11977,en,15.929648,1980-07-25,39846344,98.0,Released,The snobs against the slobs!,Caddyshack,6.6,365
13500000,10876,en,7.261196,2000-11-22,7060876,124.0,Released,There are no bad words... only bad deeds.,Quills,6.8,128
20000000,470,en,32.243357,2003-09-06,60427839,124.0,Released,How much does life weigh?,21 Grams,7.2,918
26000000,8699,en,29.342744,2004-07-09,90574188,94.0,Released,They bring you the news so you don't have to get it yourself.,Anchorman: The Legend of Ron Burgundy,6.7,1493
