id,title,original_language,revenue,budget,runtime,status,tagline,vote_count,year,popularity_ranking
9618,Tango & Cash,en,63408614,55000000,104.0,Released,Two of L.A.'s top rival cops are going to have to work together... Even if it kills them.,458,1989,6
9374,Death Becomes Her,en,149022650,55000000,104.0,Released,In one small bottle... The fountain of youth. The secret of eternal life. The power of an ancient potion. Sometimes it works... sometimes it doesn't.,636,1992,6
8584,Shanghai Noon,en,56932305,55000000,110.0,Released,The old west meets the far east.,735,2000,6
2320,Executive Decision,en,121969216,55000000,133.0,Released,Fasten your seat belts,256,1996,5
58224,Mr. Popper's Penguins,en,187361754,55000000,94.0,Released,,751,2011,5
1729,The Forbidden Kingdom,en,127906624,55000000,104.0,Released,The battle for eternity is the fantasy of a lifetime.,461,2008,6
175574,Free Birds,en,110000000,55000000,91.0,Released,Hang On To Your Nuggets,254,2013,5
8077,Alien³,en,159773545,50000000,114.0,Released,The bitch is back.,1633,1992,6
8818,Evita,en,141047179,55000000,134.0,Released,The Most Anticipated Motion Picture Event of The Year,120,1996,5
8195,Ronin,en,41610884,55000000,122.0,Released,Your ally could become your enemy.,658,1998,6
10586,The Ghost and the Darkness,en,75000000,50000000,109.0,Released,Prey For The Hunters,236,1996,6
116149,Paddington,en,259207227,55000000,95.0,Released,The Adventure Begins,883,2014,7
80035,The Watch,en,68267862,68000000,98.0,Released,Got Protection?,881,2012,5
10632,The Hunted,en,34234008,55000000,94.0,Released,Some men should not be found.,189,2003,6
12117,Instinct,en,0,80000000,126.0,Released,,146,1999,6
1792,Stuck on You,en,33828318,55000000,118.0,Released,"Whatever happens to the boys, one thing is certain. Nothing will ever come between them.",188,2003,5
13260,Semi-Pro,en,33472850,0,91.0,Released,Putting the funk into the dunk.,251,2008,5
72197,The Pirates! In an Adventure with Scientists!,en,118338361,60000000,88.0,Released,It's A Plunderful Life,374,2012,6
3580,Changeling,en,113020255,55000000,141.0,Released,"To find her son, she did what no one else dared.",1131,2008,7
12123,Chain Reaction,en,60209334,50000000,107.0,Released,Reaction Time 8-4-96,284,1996,5
9566,The Fan,en,18626419,55000000,116.0,Released,All fans have a favorite player.  This one has a favorite target.,194,1996,5
9833,The Phantom of the Opera,en,154648887,70000000,143.0,Released,The classic musical comes to the big screen for the first time.,438,2004,7
4517,Elizabeth: The Golden Age,en,74237563,55000000,114.0,Released,Woman. Warrior. Queen.,303,2007,6
8202,Æon Flux,en,52304001,62000000,93.0,Released,The Perfect World Meets The Perfect Assassin,703,2005,5
16072,Gods and Generals,en,12923936,56000000,214.0,Released,The nations heart was touched by...,48,2003,6
34314,Turbulence,en,11466088,55000000,100.0,Released,"If you weren't afraid of flying before, you will be now.",62,1997,5
19724,Imagine That,en,0,55000000,107.0,Released,What if your daughter's imagination... Was the secret to your success?,134,2009,5
145220,Muppets Most Wanted,en,80383290,50000000,112.0,Released,Taking the world by farce,316,2014,6
14623,Thunderbirds,en,28283637,57000000,95.0,Released,,91,2004,4
42297,Burlesque,en,89519773,55000000,119.0,Released,It takes a legend... to make a star,573,2010,6
2841,A Very Long Engagement,fr,0,47000000,133.0,Released,Never let go,346,2004,7
802,Lolita,en,9250000,2000000,153.0,Released,How did they ever make a movie of ...,395,1962,7
10375,D-Tox,en,6416302,55000000,96.0,Released,Survival is a Killer.,123,2002,5
36586,Blade II,en,155010032,54000000,117.0,Released,Faster. Sharper. Deadlier.,1528,2002,6
11321,Seven Pounds,en,168167691,55000000,123.0,Released,Seven names. Seven strangers. One secret.,2039,2008,7
70074,Bullet to the Head,en,9489829,55000000,92.0,Released,Revenge Never Gets Old.,481,2013,5
242,The Godfather: Part III,en,136766062,54000000,162.0,Released,All the power on earth can't change destiny.,1546,1990,7
9621,Elizabethtown,en,52034889,57000000,123.0,Released,It's a heck of a place to find yourself,327,2005,6
1819,"You, Me and Dupree",en,130431368,54000000,108.0,Released,Two's company. Dupree's a crowd.,407,2006,5
8536,Superman II,en,190458706,54000000,127.0,Released,The Man of Steel meets his match!,629,1980,6
8046,Gigli,en,7266209,54000000,121.0,Released,Life doesn't play by the rules.,104,2003,3
1717,All the King's Men,en,9450897,55000000,125.0,Released,Some people will do anything to gain power. Some will do anything to keep it.,95,2006,5
479,Shaft,en,107196498,46000000,99.0,Released,"Still the man, any questions?",308,2000,5
9444,Anastasia,en,139804348,53000000,94.0,Released,Discover the Adventure Behind the Greatest Mystery of Our Time.,1432,1997,7
824,Moulin Rouge!,en,179213434,52500000,127.0,Released,No Laws. No Limits. One Rule. Never Fall In Love.,1300,2001,7
11456,Domestic Disturbance,en,54249294,75000000,89.0,Released,He will do anything to protect his family.,113,2001,5
261023,Black Mass,en,98837872,53000000,122.0,Released,Keep your enemies close.,1242,2015,6
3683,Flags of Our Fathers,en,65900249,90000000,132.0,Released,They fight for their country but they die for their friends.,526,2006,6
22803,Law Abiding Citizen,en,126690726,53000000,109.0,Released,The System Must Pay.,1486,2009,7
285923,Grindhouse,en,25037897,67000000,191.0,Released,A double feature that'll tear you in two!,459,2007,6
39437,Beloved,en,0,0,172.0,Released,The past has a life of its own.,26,1998,5
1950,Lucky You,en,5761917,0,124.0,Released,Change your game. Change your life.,81,2007,5
640,Catch Me If You Can,en,352114312,52000000,141.0,Released,The true story of a real fake.,3795,2002,7
97630,Zero Dark Thirty,en,132820716,40000000,157.0,Released,The Greatest Manhunt in History,1702,2012,6
9767,The Break-Up,en,204999686,52000000,106.0,Released,. . . pick a side.,832,2006,5
11631,Mamma Mia!,en,609841637,52000000,108.0,Released,Take a trip down the aisle you'll never forget,1386,2008,6
32856,Valentine's Day,en,216485654,52000000,125.0,Released,A Love Story. More or Less.,1013,2010,5
6519,The Dukes of Hazzard,en,110803676,50000000,104.0,Released,Cousins. Outlaws. Thrillbillies.,316,2005,5
8741,The Thin Red Line,en,98126565,52000000,170.0,Released,Every man fights his own war.,771,1998,7
49520,The Change-Up,en,75450437,52000000,112.0,Released,Who says men can't change?,736,2011,5
1850,Man on the Moon,en,47434430,82000000,118.0,Released,"Hello, my name is Andy and this is my movie.",435,1999,6
524,Casino,en,116112375,52000000,178.0,Released,No one stays at the top forever.,1307,1995,7
26389,From Paris with Love,en,52826594,52000000,92.0,Released,Two agents. One city. No merci.,675,2010,6
11817,Bulletproof Monk,en,0,52000000,104.0,Released,A power beyond measure requires a protector without equal.,278,2003,5
2123,"Me, Myself & Irene",en,149270999,51000000,116.0,Released,From gentle to mental.,927,2000,6
9907,Barnyard,en,72779000,51000000,90.0,Released,What happens in the barn stays in the barn,225,2006,5
9969,Deck the Halls,en,47231070,0,93.0,Released,There glows the neighborhood,109,2006,5
18239,The Twilight Saga: New Moon,en,709827462,50000000,130.0,Released,The Next Chapter Begins.,2436,2009,5
808,Shrek,en,484409218,60000000,90.0,Released,The greatest fairy tale never told.,4056,2001,7
38050,The Adjustment Bureau,en,127869379,50200000,106.0,Released,Fight for your fate.,1652,2011,6
8367,Robin Hood: Prince of Thieves,en,390493908,48000000,143.0,Released,"For the good of all men, and the love of one woman, he fought to uphold justice by breaking the law.",909,1991,6
9390,Jerry Maguire,en,273552592,50000000,139.0,Released,Everybody loved him... Everybody disappeared.,913,1996,6
72105,Ted,en,549368315,50000000,106.0,Released,Ted is coming.,4697,2012,6
2898,As Good as It Gets,en,314178011,50000000,139.0,Released,A comedy from the heart that goes for the throat.,915,1997,7
10312,Patch Adams,en,202292902,50000000,115.0,Released,Laughter is contagious,832,1998,7
109443,Anchorman 2: The Legend Continues,en,173649015,50000000,119.0,Released,It's kind of a big deal,923,2013,6
2022,Mr. Deeds,en,171269535,50000000,96.0,Released,"Small town kid, big time right hook.",644,2002,5
37686,Super 8,en,260095987,50000000,112.0,Released,It Arrives.,2435,2011,6
462,Erin Brockovich,en,256271286,52000000,131.0,Released,She brought a small town to its feet and a huge corporation to its knees.,716,2000,7
9919,How to Lose a Guy in 10 Days,en,177371441,50000000,116.0,Released,One of them is lying. So is the other.,850,2003,6
187017,22 Jump Street,en,188441614,50000000,112.0,Released,They're not 21 anymore,3319,2014,7
628,Interview with the Vampire,en,223664608,60000000,123.0,Released,Drink from me and live forever,1516,1994,7
10201,Yes Man,en,225990978,70000000,104.0,Released,One Word Can Change Everything.,1813,2008,6
302699,Central Intelligence,en,216972543,50000000,107.0,Released,Saving the world takes a little Hart and a big Johnson,1650,2016,6
9441,Stepmom,en,0,0,124.0,Released,Be there for the joy. Be there for the tears. Be there for each other.,277,1998,6
274167,Daddy's Home,en,242786137,50000000,96.0,Released,Choose your Daddy,854,2015,5
224141,Into the Woods,en,212902372,50000000,125.0,Released,Be careful what you wish for...,1652,2014,5
388,Inside Man,en,184376254,45000000,129.0,Released,It looked like the perfect bank robbery. But you can't judge a crime by its cover.,1630,2006,7
2112,Payback,en,161626121,90000000,100.0,Released,No More Mr. Nice Guy.,548,1999,6
10329,Congo,en,152022101,50000000,109.0,Released,Where you are the endangered species.,213,1995,5
74465,We Bought a Zoo,en,120081841,50000000,124.0,Released,A True Zoo Story,909,2011,6
13811,Knowing,en,155446362,50000000,121.0,Released,Knowing is everything...,1486,2009,5
6877,Failure to Launch,en,88715192,50000000,97.0,Released,"To leave the nest, some men just need a little push.",399,2006,5
10320,The Ring Two,en,161451538,50000000,110.0,Released,The dead don't sleep.,632,2005,5
50646,"Crazy, Stupid, Love.",en,142851197,50000000,118.0,Released,This Is Stupid,2443,2011,7
8920,Garfield,en,200804534,50000000,80.0,Released,Get ready for frisky business.,820,2004,5
13673,Christmas with the Kranks,en,0,60000000,99.0,Released,No! Ho! Ho!,193,2004,5
60308,Moneyball,en,110206216,50000000,133.0,Released,What are you really worth?,1381,2011,7
6950,Outbreak,en,189859560,50000000,127.0,Released,This animal carries a deadly virus... and the greatest medical crisis in the world is about to happen.,513,1995,6
225574,Non-Stop,en,222809600,50000000,106.0,Released,The hijacking was just the beginning.,2268,2014,6
13836,Race to Witch Mountain,en,106303988,50000000,98.0,Released,The race is on,509,2009,5
752,V for Vendetta,en,132511035,54000000,132.0,Released,People should not be afraid of their governments. Governments should be afraid of their people.,4442,2006,7
6038,Shanghai Knights,en,88323487,50000000,115.0,Released,A Royal Kick In The Arse.,692,2003,6
9975,Curious George,en,69834815,50000000,86.0,Released,Get Carried Away With The Cutest Little Monkey Around!,106,2006,6
11451,Herbie Fully Loaded,en,66002004,50000000,101.0,Released,Start your engines...,542,2005,5
12103,Don't Say a Word,en,100020092,50000000,113.0,Released,...I'll never tell.,220,2001,6
60304,Hansel & Gretel: Witch Hunters,en,224803475,50000000,88.0,Released,Classic tale. New twist.,3239,2013,5
2251,Unfaithful,en,119137784,50000000,124.0,Released,Where do you go when you've gone too far?,276,2002,6
46529,I Am Number Four,en,144492830,50000000,109.0,Released,Three like him have already been killed…he is Number Four.,1567,2011,5
231,Syriana,en,94000000,50000000,128.0,Released,Everything is connected.,451,2005,6
300671,13 Hours: The Secret Soldiers of Benghazi,en,69411370,50000000,144.0,Released,"When everything went wrong, six men had the courage to do what was right.",938,2016,7
228326,The Book of Life,en,97437106,50000000,95.0,Released,,755,2014,7
9754,Firewall,en,82800000,45000000,105.0,Released,Nothing Is More Dangerous Than A Man With Everything To Lose.,267,2006,5
66,Absolute Power,en,50068310,50000000,121.0,Released,Corrupts Absolutely.,223,1997,6
4421,G.I. Jane,en,48169156,50000000,125.0,Released,Failure is not an option.,395,1997,6
2649,The Game,en,109423648,50000000,129.0,Released,What do you get for the man who has everything?,1506,1997,7
588,Silent Hill,en,97607453,50000000,125.0,Released,We've been expecting you.,1067,2006,6
10393,The Replacements,en,0,0,118.0,Released,Throw the ball. Catch the girl. Keep it simple.,203,2000,6
71552,American Reunion,en,234989584,50000000,113.0,Released,Save the best piece for last.,1611,2012,6
9631,The Negotiator,en,44547681,50000000,140.0,Released,He frees hostages for a living. Now he's taking hostages to survive.,582,1998,6
216282,Into the Storm,en,160602194,50000000,89.0,Released,Prepare to go,817,2014,5
306,Beverly Hills Cop III,en,119208989,50000000,104.0,Released,,434,1994,5
928,Gremlins 2: The New Batch,en,41482207,50000000,106.0,Released,Here they grow again.,652,1990,6
205587,The Judge,en,83719388,50000000,141.0,Released,Defend your Honor.,1417,2014,7
6623,The Peacemaker,en,0,50000000,124.0,Released,How do you get the world's attention?,255,1997,5
1577,Resident Evil: Apocalypse,en,129394835,45000000,94.0,Released,You're all going to die.,1267,2004,6
9801,Bridget Jones: The Edge of Reason,en,40203020,50000000,108.0,Released,Same Bridget. Brand new diary.,750,2004,6
2116,Out of Time,en,55495563,50000000,105.0,Released,The Clock Is Ticking...,298,2003,6
9624,On Deadly Ground,en,49000000,50000000,102.0,Released,His Battle To Save The Alaskan Wilderness And Protect Its People Can Only Be Won...,104,1994,4
14199,The Adventures of Sharkboy and Lavagirl,en,69425966,50000000,92.0,Released,Smaller heroes. Just as super.,269,2005,4
1907,The Beach,en,144056873,40000000,119.0,Released,Somewhere on this planet it must exist.,1233,2000,6
4599,Raising Helen,en,49718611,50000000,119.0,Released,Her uptown life gets turned inside out!,189,2004,5
22832,Ninja Assassin,en,60462347,40000000,99.0,Released,"Fear not the weapon, but the hand that wields it.",371,2009,6
10390,For Love of the Game,en,0,50000000,137.0,Released,Billy Chapel must choose between the woman he loves and the game he lives for.,88,1999,6
9879,Striptease,en,113309743,50000000,115.0,Released,Some People Get Into Trouble No Matter What They WEAR.,205,1996,4
38579,Marmaduke,en,83761844,50000000,87.0,Released,Live Large,149,2010,5
44603,Hereafter,en,105197635,50000000,129.0,Released,Touched by death. Changed by life.,510,2010,5
11892,Murder by Numbers,en,56714147,50000000,120.0,Released,The only flaw in their plan was her.,268,2002,6
9691,Assassins,en,30303072,50000000,132.0,Released,"In the shadows of life, In the business of death, One man found a reason to live...",387,1995,6
1248,Hannibal Rising,en,82169884,50000000,121.0,Released,It started with revenge.,654,2007,6
12220,The Story of Us,en,58900031,50000000,95.0,Released,,75,1999,5
72710,The Host,en,63327201,44000000,125.0,Released,You will be one of us,1817,2013,6
10782,Basic,en,42792561,50000000,98.0,Released,Deception is their most deadly weapon.,286,2003,6
9573,Blood Work,en,26199517,50000000,110.0,Released,He's a heartbeat away from catching the killer,206,2002,6
4959,The International,en,60161391,50000000,118.0,Released,Is your money making a killing?,368,2009,6
10061,Escape from L.A.,en,42277365,50000000,97.0,Released,Snake Is Back.,373,1996,5
10386,The Iron Giant,en,23159305,70000000,86.0,Released,It came from outer space!,1436,1999,7
421,The Life Aquatic with Steve Zissou,en,34808403,50000000,119.0,Released,"The deeper you go, the weirder life gets.",775,2004,7
316152,Free State of Jones,en,25035950,50000000,139.0,Released,Based on the incredible true story.,428,2016,6
11615,The Life of David Gale,en,38955598,50000000,130.0,Released,The crime is clear. The truth is not.,480,2003,7
13498,Man of the House,en,0,40000000,100.0,Released,Protecting witnesses is a challenge. Living with them is impossible.,120,2005,5
241554,Run All Night,en,71561644,50000000,114.0,Released,No sin goes unpunished,1148,2015,6
2252,Eastern Promises,en,55112356,51500000,100.0,Released,Every sin leaves a mark.,848,2007,7
11968,Into the Blue,en,44434439,50000000,110.0,Released,Treasure has its price.,458,2005,5
10047,The Messenger: The Story of Joan of Arc,fr,66976317,60000000,148.0,Released,,367,1999,6
38319,Your Highness,en,26121638,49900000,102.0,Released,Get your quest on.,501,2011,5
69668,Dream House,en,38502340,50000000,84.0,Released,"Once upon a time, there were two little girls who lived in a house.",391,2011,5
9770,Mad City,en,10541523,50000000,114.0,Released,One man will make a mistake. The other will make it a spectacle.,81,1997,5
11212,Baby's Day Out,en,16671505,50000000,99.0,Released,No bib. No crib. No problem.,274,1994,5
10533,The Scarlet Letter,en,10382407,50000000,135.0,Released,"When intimacy is forbidden and passion is a sin, love is the most defiant crime of all.",108,1995,5
38363,Fair Game,en,24188922,22000000,108.0,Released,Wife. Mother. Spy.,235,2010,6
9923,Domino,en,22944502,50000000,127.0,Released,Heads You Live... Tails You Die.,444,2005,6
11863,Jade,en,9851610,50000000,95.0,Released,Some fantasies go too far.,44,1995,5
18501,Gamer,en,40828540,50000000,95.0,Released,"In the near future, you don't live to play... you'll play to live.",760,2009,5
109491,Beautiful Creatures,en,60052138,60000000,124.0,Released,Dark secrets will come to light.,984,2013,5
9275,Death to Smoochy,en,0,55000000,109.0,Released,Get ready for an unexpected hit.,132,2002,5
329833,Zoolander 2,en,55969000,50000000,100.0,Released,Long time no Z,797,2016,4
12634,The Big Bounce,en,6808550,50000000,88.0,Released,It's all in who you trust,76,2004,5
10416,What Planet Are You From?,en,0,60000000,105.0,Released,"To save his planet, an alien must find a woman on Earth to have his baby. There's just one problem.",37,2000,5
